run_id,config_name,row_type,epoch,n_epoch,train_loss,val_loss,val_BER,is_best,elapsed_sec,best_epoch,best_val_loss,best_val_BER,final_train_loss,final_val_loss,final_val_BER,total_time_sec,N,P,lr,n_iter,n_u,n_h,n_conv,n_mlp_hidden,batch_size,device,model_type,damp,n_heads,use_edge_attr,edge_attr_mode
20260306_172157,amp_gnn_baseline,epoch,1,50,0.208457,0.049232,5.381250e-03,1,126.5,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,2,50,0.029978,0.021459,3.923437e-03,1,260.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,3,50,0.018786,0.016780,3.776042e-03,1,395.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,4,50,0.015418,0.013817,4.435937e-03,1,530.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,5,50,0.012381,0.010623,3.181771e-03,1,667.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,6,50,0.008060,0.005993,2.416667e-03,1,803.9,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,7,50,0.005305,0.004571,2.122917e-03,1,942.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,8,50,0.004281,0.003808,1.860417e-03,1,1082.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,9,50,0.003644,0.003331,1.739583e-03,1,1223.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,10,50,0.003213,0.002975,1.610417e-03,1,1361.7,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,11,50,0.002926,0.002859,1.648437e-03,1,1497.8,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,12,50,0.002701,0.002614,1.473437e-03,1,1633.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,13,50,0.002558,0.002491,1.315104e-03,1,1770.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,14,50,0.002438,0.002358,1.323437e-03,1,1905.6,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,15,50,0.002343,0.002304,1.270312e-03,1,2041.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,16,50,0.002293,0.002173,1.248958e-03,1,2177.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,17,50,0.002214,0.002131,1.199479e-03,1,2314.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,18,50,0.002130,0.002192,1.195833e-03,0,2450.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,19,50,0.002077,0.002057,1.173438e-03,1,2587.7,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,20,50,0.002041,0.002072,1.194271e-03,0,2724.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,21,50,0.002011,0.001999,1.119271e-03,1,2860.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,22,50,0.001975,0.001922,1.116667e-03,1,2995.9,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,23,50,0.001932,0.001929,1.109896e-03,0,3132.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,24,50,0.001922,0.001997,1.107292e-03,0,3267.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,25,50,0.001937,0.001826,1.050521e-03,1,3403.8,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,26,50,0.002071,0.001899,1.091146e-03,0,3539.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,27,50,0.001868,0.001791,1.041146e-03,1,3674.6,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_172157,amp_gnn_baseline,epoch,28,50,0.001867,0.001822,1.038021e-03,0,3811.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
