run_id,config_name,row_type,epoch,n_epoch,train_loss,val_loss,val_BER,is_best,elapsed_sec,best_epoch,best_val_loss,best_val_BER,final_train_loss,final_val_loss,final_val_BER,total_time_sec,N,P,lr,n_iter,n_u,n_h,n_conv,n_mlp_hidden,batch_size,device,model_type,damp,n_heads,use_edge_attr,edge_attr_mode
20260308_222658,amp_gnn_baseline,epoch,1,100,0.239930,0.043786,1.585938e-03,1,135.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,2,100,0.017842,0.007813,7.843750e-04,1,274.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,3,100,0.005728,0.004356,7.072917e-04,1,411.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,4,100,0.004005,0.003628,6.197917e-04,1,548.9,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,5,100,0.003458,0.003208,5.744792e-04,1,684.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,6,100,0.003135,0.002957,5.609375e-04,1,818.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,7,100,0.002884,0.002646,4.395833e-04,1,953.8,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,8,100,0.002621,0.002434,3.833333e-04,1,1088.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,9,100,0.002359,0.002191,4.817708e-04,1,1223.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,10,100,0.002113,0.001953,4.036458e-04,1,1356.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260308_222658,amp_gnn_baseline,epoch,11,100,0.001888,0.001728,2.182292e-04,1,1491.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
