run_id,config_name,row_type,epoch,n_epoch,train_loss,val_loss,val_BER,is_best,elapsed_sec,best_epoch,best_val_loss,best_val_BER,final_train_loss,final_val_loss,final_val_BER,total_time_sec,N,P,lr,n_iter,n_u,n_h,n_conv,n_mlp_hidden,batch_size,device,model_type,damp,n_heads,use_edge_attr,edge_attr_mode
20260306_133720,amp_gnn_baseline,epoch,1,30,0.223103,0.036674,7.436979e-03,1,239.6,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,2,30,0.024644,0.019013,5.771875e-03,1,474.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,3,30,0.017657,0.016502,5.525521e-03,1,712.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,4,30,0.016158,0.015557,5.497917e-03,1,949.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,5,30,0.015405,0.014953,5.416667e-03,1,1185.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,6,30,0.014911,0.014525,5.180729e-03,1,1422.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,7,30,0.014544,0.014260,5.319792e-03,1,1658.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,8,30,0.014170,0.013809,4.980729e-03,1,1890.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,9,30,0.013810,0.013689,5.024479e-03,1,2128.7,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,10,30,0.013476,0.013132,4.785417e-03,1,2366.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,11,30,0.013099,0.012809,4.859896e-03,1,2603.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,12,30,0.012709,0.012446,4.782812e-03,1,2840.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,13,30,0.012328,0.012233,4.242188e-03,1,3074.7,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,14,30,0.011923,0.011662,4.711979e-03,1,3315.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,15,30,0.011350,0.010983,4.214583e-03,1,3553.0,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,16,30,0.010548,0.009977,4.263021e-03,1,3790.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,17,30,0.009098,0.008055,3.293229e-03,1,4027.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,18,30,0.007157,0.006024,2.765104e-03,1,4262.3,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,19,30,0.005559,0.004761,2.351042e-03,1,4502.5,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,20,30,0.004567,0.004167,2.231250e-03,1,4739.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,21,30,0.003933,0.003590,1.912500e-03,1,4975.1,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,22,30,0.003597,0.003392,1.955729e-03,1,5211.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,23,30,0.003259,0.003303,1.895313e-03,1,5447.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,24,30,0.003043,0.002952,1.731250e-03,1,5685.2,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,25,30,0.002850,0.002673,1.490625e-03,1,5862.5,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,26,30,0.002678,0.002559,1.490104e-03,1,6039.8,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,27,30,0.002542,0.003127,1.822396e-03,0,6216.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,28,30,0.002453,0.002683,1.468229e-03,0,6394.9,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,29,30,0.002347,0.002216,1.308854e-03,1,6574.5,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,epoch,30,30,0.002253,0.002150,1.265104e-03,1,6757.4,,,,,,,,,,,,,,,,,,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gnn_baseline,summary,0,30,,,,,,30,0.002150,1.265104e-03,0.002253,0.002150,1.265104e-03,6757.4,128,4,5e-05,6,10,14,4,22,32,cuda,amp_gnn,1.0,1,False,gram
20260306_133720,amp_gat_default,epoch,1,30,0.342432,0.154696,2.837865e-02,1,156.8,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,2,30,0.064696,0.024439,3.519271e-03,1,316.3,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,3,30,0.021443,0.020192,5.336979e-03,1,475.3,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,4,30,0.019776,0.019338,4.951042e-03,1,633.2,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,5,30,0.019015,0.018588,4.739063e-03,1,791.2,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,6,30,0.018152,0.017548,4.320833e-03,1,947.8,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,7,30,0.016879,0.015934,3.818229e-03,1,1104.4,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,8,30,0.014798,0.013394,3.305729e-03,1,1263.7,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,9,30,0.012399,0.011398,2.940625e-03,1,1422.1,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,10,30,0.010850,0.010157,2.806250e-03,1,1582.2,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,11,30,0.009385,0.007859,3.172917e-03,1,1742.4,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,12,30,0.005933,0.004502,2.532812e-03,1,1901.9,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,13,30,0.004034,0.004072,2.309896e-03,1,2060.9,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
20260306_133720,amp_gat_default,epoch,14,30,0.003510,0.003448,1.920312e-03,1,2218.3,,,,,,,,,,,,,,,,,,amp_gat,1.0,2,True,gram_triplet
